Serial No.,Course,Status,Course Type,Course Variant,Academia+LMS,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,a04b854772b29030f129b7551c70b8b3744b05c6fcf1f1a1d35e2a824f965356,16273b70a3f18846ff1dea07939daeb51ba5c05707ee6e0b5405dcb79eae2ea0,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,8a043c5c28f6d3bd2622b90ab03229cdadc42f9840cc1c1c07201a7937253f22,57522e7f847c455690eb53d85f2e7b087327f0749b4204e699de010d92e0f08d,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,6a52a62f2c3be8e76b05f40f926e72a6f25e86b36f3576f829a5f0d41f826469,4f9b78a3884bc5d0721b747c22175cd8acce2f9616508c53efd130504cb85b54,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,d0e6c9bbc72f9adeadc2290500b375b86c2b52d919dd9b9ba7ba6f23c7d65816,e01c892944c8f8829c52026a47fafcc21c2beca0e3033664a3a09e201aebb343,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,398981c6340fd6390d781032b93ab76e33ff839c4492de18bc946eafdf70dc08,27402d48b2f62130cd68f78575d8ab03391594c1cb208ea73ba9b72778439baa,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,c38d9a80499293183ccde20c04aecd9ed48a11143b7830f9e1b7164455fed956,c00a0342ba2739b22f03058c88d4f5744f5c9f480077d5fbe87e72412c54cd78,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,ed22013450ef3ccb4d982329b60056b894f02302b4ba10471c9aea94ca7be120,95fbd81b9a1597ee156d5a830f1631c37fdaff1db8a42f5991e317fa03373d50,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,e50de9701980f28d0125fc02415d0a4b2da6071d0edb41108285643076592cd3,3bc398ca2a89c3f7f7781a92acabd69f410d2c3a0f336472b649dd85e428c7fd,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,232305184c54c39c7c729e6db057ea181ad473c85c84011a4f49e649f54cd0f9,431fb22186d888803b782386bea9e512b91698757a6b8dd734347e42d3bfa91e,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,e04269b0d04bb7d56c7ae8897eeb0c0e958a78cad6109cbc1c8f1ea0ee1d10cd,9513e814f7a49f23ebd328570a8f054851a141282c5ffe0c5b543136c80879d1,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,5729f54bf90536db88f943150f4673d9127ac295d7b514ff6e115275c545e36a,ffe68a2e069f1995e3e07afd2d7be6bd7f0cbc1306e8a3d2c1c6eb32e48fe723,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,4ce40345da29acfcf11fc40b1e2c677d2b38d8e21f3f5f0827b61214b67231f0,adf7bdad0646c8945e29bea8a08a023e201f79aa809e116f7e4e74a81378b83b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,4047e500e481cfe8df9c7d70a26d4f6eea2f36dfc144bdf0b3a2190c99eb2de4,13749f484a7fef416cd4507756b7a5768616670addde5545cfb5632cfe3707ce,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,60fba75b0c53b9c352bac117a29b101dd2a7eb09e94ea2db35f184387f1275b0,9c6fb4aa4dc350a77ced71cbcde01b26cb443665aeb910df6ef5e5cc53543840,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,b35db26b60fc693e7ff48d6c531554d0a6202baa52af2d5c90e30a9bba198cc3,d2c23ecc2a65b8136083beb3cf743d78196893821e9b0c01a7fbded10b8765e7,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,550237c3abceb771608ae38b623f18e182dfde6210c2e07a23918ce6c52ac902,3bde693126942a1dab64f1d028696172d73851bf0bda13bfddaaaf2740016684,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,f9c40c3a584c4a168b0d4a361effaa180017effb72e135a3548f8dd5b18262d3,eb85b4032ac89393d3fdfd820317fdafda416e1793fc332d2b13834027e7881b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,fcca1c0cd335bbcc53e43ba6d090a3300ea4d7c14cdf716cd575e58d2db24ba1,d35c7f1366de2d6c7d37e32c492f544ba46def78fd9f1557214e24640645245a,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,7b6e4a3ee66b71d381ecdc2bfcbf120237adcb062dd43d70c1ad2ac2c1fd7f35,828183d110d74cdd460319aa06b3091f61cac56e6bbb93822cad5f2b89d3ad01,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,2d4124f3baaf516b3c9e45db275f0b7bda5b53f9ceae614fed8c3fffa874fb19,5803f975597bc3220352bb707776d96e10fe23fcbf90c3006e42463f2ef91b0c,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,4b4eee6afa6b1b4b20890e3275a25a392b8aec02b922fd8c712f8974815a0812,d33de1f0d7c898f08f21c0304fbab44e2d274caa52ba24bcda4b5a8ed28e9f7c,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,558fc16e65b417dd16c988c5d230da7909ce429263b8bfe8829f1fdd07089037,2c3a4d1cf373478d19495d9f8d67e2ec06c7122070c6ff151d79e5dcf90a7105,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,0d9538383a5b0eaf538d0cc9b7d5de8e1c4dd1cf3d6dc339dc45342989866de0,aee21f89f663cb14051264f87f5cd23b59fee389489dbed65837971ed9784289,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,d90f64dea707b43f545d40aebf890d884ab657fe96d98c6a7b89f88753801666,495f4a5bce7f86aacaef7a2f8fd7c914af3d456d1a63f144eb4d9e848073308b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,2a1ffac4192c2f295d6e93aefe1c8e521fbcdf31ad983d03e5c4d47dcbe1b7f5,1c91c643450b7047d26a129ebfcc6b4733cb5a389e2d4b764197ab1a818b98c1,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,f87984d0c8575c65d2dc41f4df75a5ba9fdbac60eafeab8501e274b5c890bb79,b619e999ea3d36585aada3b6aa254dbbb099fb6d8634f7225e7342f7fe6b1b0f,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,ddaeface0e7092547f0ac5a9b617129e1fa0979ad619de7647b69d58216e9106,2a58a92cd5de4e2b0610d60225a39b07d871430e93ef833701a481d9dc2b6cc8,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,dc0410e8240cd5a48cfc57ad30257176b0af51d1b98709956a8c61116f9e2c97,9e9620a9c2d756437ca30e492f70e79ce3f6eb2fd945ab01c904b17f02b46818,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,81fb136b35af1962628eea66b4768b4d7fef3314b9612983b8c3286aa29476d6,f83f2415e9b42f3d308a237bdc13e1de424596f5f1a95a3edd480a0e22bdba64,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,c7ca8e73f62a137b3e8d3302ad7a368ada989fb3ae9904f64d3ec347ecd2c6a9,fbc847e69a2658ad39447bbe5661d558b81605f4064bed57891dffff323f3991,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,8ff191e6c6cc0a3bd2f8290ef5f046aa48877d14fe4bc01b2f79997c86ede6e0,607b4e5d8253d05afcf91dbcb8751d392e5b99000fedbffb1eda6dcf9b77546d,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,0688f3a1989ac9990c34b2514545dfe4abd4ff4d12e7fd4b68ceaee300e507e9,eb5e7f7c997a282e0b7ab71f788b679bb8947a198f9f7b38999792f507798cc4,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,981a9e0bd5a7f6aefd653a210828e393afa2963967307086487babc40dd725b5,5d28c173047d1627fbf427c295b73ae82d8ca9bd1355bcc953988cb1b5848a20,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,87d2d73d9e69cb8e438902238878d317c76cd16d5b744c12fc162fb2f945ecf2,c92b3eab58009cbc0c12a96543e9828111b52465cf8035710ae5b50d523d67b2,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,59306210cfd452b80d127465b87512b3a4626d16823c599066773d69eec708b6,82492679292616902a9c4b94b853de6e520a9ca417ce35a5723b0da43e6d3038,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,37c2b9fab68096f765ac75985fa614e854ed83d23bc8d20eebd21a6d614769dc,990df15e2151ce9c8d032df8a2904be3cbbc69a33ea776f30dfbe247148ed77b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211 / Electronic Circuits and Network Analysis,,REGULAR,ECE 211/Electronic Circuits and Network Analysis/Term I 2024-25/T1-24-ECE 211,,4f50a26192237034670c0190ceeb4be7d9680666b32ab7c507c59f5c2c82f998,6e20dd16ba1d7ab3241b2ad05a0629934f041304c5aa292a803ff4ebcc407f5c,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Ananda Y R
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,1017e0bf7d7dd51cc389c101bcd4b9ff0e0f66086613437d0a51eaff375ca28b,e4d6bcc9efad221c40cc41948f070e821a1fdefbe99405a7a07bc9ca1e89de2b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,7268260b68a1876a32b413426690643fbbbac5b879c75845dfe8848defdab9a6,347d363e8d0940144527195e4cb1e8f3a95ae67e1ef7f3b2221b8a0e9d7f7d2e,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,3cfe9357361958f1c858f13683b1dd31f2f962aafc5d65c50444ebdf40c410d1,4873295bf7b08318c23f0c5ad5749b8f875545ef67b17e87ffcec1b67b898320,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,59d24039f3ee67855e9124e16819e82768c07acfad2ed2dd7445fcbe7f58d2df,c22361f453dc5dfec2ea620a92697c9fab4ec7f338c9024c1bca71f3364c811b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,1aa2d4f9ea2baebb9dcc07865dac109b491609d0c099178a63b10b1defd203da,740ff66a64a1842135062f2a4e75a55402b42110fc3271aa74456555a2949e6b,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,529b3a1098caaef047c5bd24563af3941e85339b24d7cb8d5a8bf3d949030cc1,5142536cb073bdc61ac765d87144321d253de14b10a62c3bad259f6adcf460bc,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,71809b5eba7f51c0f3ff20289be7fa48cca370c7e360d474c4969af9c4dc75eb,b1f6de2fd98f8855ab891959615f00b115ca73b0a8b5768a88b229aa2a96bee3,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,66e27dbbebc03006d9141df5a6a6fa15c3b0cb611cc63fc3a7d588f600c29357,c7f74c8fbe1538eb8c4fd9a17ace8f8895a8741f54bd9024aba01069f2e12f88,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,bae736300fd82afd8d4650f3c67e7766c506b04bc34714aaf9eabcd2e7d13995,e25f3da7a72f56392d1567fcea1f23f12ed8341ad140acf3e2bf4072680dc2da,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,e0aff6319401055b7cbda142aade6ddce4d5f9c196e5a54b8c65f5b20b71561e,1bc0991407ec68c65078808e3772204713743ffcb282b8c0b2a101845d603b71,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,ac11d8d5b90f8122e73e648ff4f16a0972b5ef86e2840f6bc7a6f9a40a51703f,433d501bdf0dcb6b29bcf873ef754f9767de8a0727015bfe9231cf0893cd8900,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,30a327a41c62967a96d02ebd209e9225ac802af22b5740f51ccaac79983c6787,a493ead8866397267efe9e3eecd8a5a6eb580c4ee2225875654e7a88b1f760a2,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,5f84a7f3907f8cbae96ac01454458b02995f8ae6a9821290a4abd5245e332355,7ccd6d2525cdfd0edda69ed6c6463576b035843e5b240e7bf5c83c2835dde46c,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,524d958070f567046b1906b7aea17a41ca008bc687dbfb4ca870268c94b9d7f7,576e11b8287c8a4f66ab5868b316120abe9f2a611e11681582af9c7e38274d60,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,ffbe03918bd9550a7318e44a531f8d17c5228b8d7a49b2e2b324f2f32e3c1713,fa8c8b02cf920a3362d78ac90d3c8465eb76f3b8199a11a58f3fa5e2ebca7746,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,f1a70853b1af6471234bc9154b3b90bca7db61a118ffcead9dfd0de7a875cdd9,3b6931ede1f521c74c8e13fb656189c60721026f90663070d31686756b00298e,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,ac2fb59738ccd721cbdd1e4cfe92148073020688fa583f4b04e28726d794c5fe,f18f3d45d4062d4852fb68ee0ab182e8bbf5716ed6a7ccceefb53aee16070a86,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,0cccadfe1e74d1a297c36d0f92cc81d14be0744bfc6f7258175163ea8ba95d55,537d82019b00dea893409032da4f1fdabf0d6965ec70709e21e090e70e098631,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,a057bdace1deafd49654ab415c513b556d1526c2b8ebad5fb70b081575353b87,ec36f07ddc1bba93664bffb32ebae7d84cbdbbbb49eace49e0f15587e676357e,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,e616fcdb3d326bf6155d76772ab34a380572f129618c18e96417f8d42a339760,406819b13077aac4d90abc2c829c1d9378d293916d77b25eb5c54a9062e7aa1a,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,50991a61a3668e46c7a47904bf4d40da7051657fcbf26f101cc0ed8c7b10df2a,23c51acfabbfc54fa1b2ea12c9242b6dc5510d6693469eb42d3230164f374641,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,7ffcf26b368e30370ff84a48683e758e2b6f9b0e1162708d294921b03c6196c3,5fc9bbe55c9cb759b49c4574b7169c6c202617ea81c00b493b2092689109bc24,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,b65daf13fd76d09ce3fe1c1ec65464df1e71aa43d0adfa0e2e475a7cf04c44a5,6e4b6183329647241574d9341d2e862fb6c4683673fb1a7b5713d6011f152fbd,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,4732e60bb27f7f4030991db90a9a9e515f6b0b8dce3794ccaf5f5fcbfae15e7d,2b4fa5f2de1f8caed4cceb00d1b9912ca7049dce25b55acaf805323ce5d50f54,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,a04b854772b29030f129b7551c70b8b3744b05c6fcf1f1a1d35e2a824f965356,16273b70a3f18846ff1dea07939daeb51ba5c05707ee6e0b5405dcb79eae2ea0,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,8a043c5c28f6d3bd2622b90ab03229cdadc42f9840cc1c1c07201a7937253f22,57522e7f847c455690eb53d85f2e7b087327f0749b4204e699de010d92e0f08d,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,6a52a62f2c3be8e76b05f40f926e72a6f25e86b36f3576f829a5f0d41f826469,4f9b78a3884bc5d0721b747c22175cd8acce2f9616508c53efd130504cb85b54,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,d0e6c9bbc72f9adeadc2290500b375b86c2b52d919dd9b9ba7ba6f23c7d65816,e01c892944c8f8829c52026a47fafcc21c2beca0e3033664a3a09e201aebb343,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,398981c6340fd6390d781032b93ab76e33ff839c4492de18bc946eafdf70dc08,27402d48b2f62130cd68f78575d8ab03391594c1cb208ea73ba9b72778439baa,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,c38d9a80499293183ccde20c04aecd9ed48a11143b7830f9e1b7164455fed956,c00a0342ba2739b22f03058c88d4f5744f5c9f480077d5fbe87e72412c54cd78,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,ed22013450ef3ccb4d982329b60056b894f02302b4ba10471c9aea94ca7be120,95fbd81b9a1597ee156d5a830f1631c37fdaff1db8a42f5991e317fa03373d50,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,e50de9701980f28d0125fc02415d0a4b2da6071d0edb41108285643076592cd3,3bc398ca2a89c3f7f7781a92acabd69f410d2c3a0f336472b649dd85e428c7fd,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
,ECE 211P / Electronics Lab,,REGULAR,ECE 211P/Electronics Lab/Term I 2024-25/T1-24-ECE 211P,,232305184c54c39c7c729e6db057ea181ad473c85c84011a4f49e649f54cd0f9,431fb22186d888803b782386bea9e512b91698757a6b8dd734347e42d3bfa91e,Integrated Master of Technology ECE,2023-28 iMtech ECE,Term I [2024-25],,Madhav Rao
